passenger_id,passenger_name,signup_date,total_rides,total_spent,rating
6108.00 ,Onkar Madan,11-29-2022,28.00 ,1178.79 ,3.94 
6109.00 ,Taran Arya,8-18-2022,98.00 ,1206.81 ,3.13 
6110.00 ,Oorja Dubey,04-12-2023,65.00 ,401.22 ,4.08 
6111.00 ,Anika Kohli,06-02-2023,44.00 ,228.96 ,3.63 
6112.00 ,Jivin Thaman,1-31-2023,59.00 ,593.10 ,3.23 
6113.00 ,Himmat Bajwa,02-08-2023,49.00 ,295.22 ,3.95 
6114.00 ,Jhanvi Zacharia,9-23-2022,99.00 ,1605.92 ,4.48 
6115.00 ,Hridaan Gala,1-19-2023,19.00 ,1742.58 ,4.00 
6116.00 ,Hansh Desai,8-14-2022,15.00 ,1396.27 ,3.14 
6117.00 ,Taimur Lalla,10-18-2022,51.00 ,1835.43 ,4.68 
6118.00 ,Lagan Savant,03-10-2023,42.00 ,1238.99 ,3.02 
6119.00 ,Aarav Vyas,05-04-2023,88.00 ,1791.52 ,3.22 
6120.00 ,Romil Brar,11-21-2022,46.00 ,1504.13 ,4.09 
6121.00 ,Aayush Wason,8-20-2022,26.00 ,587.63 ,4.49 
6122.00 ,Yakshit Arya,6-22-2023,96.00 ,999.56 ,4.54 
6123.00 ,Raghav Bhatti,8-13-2022,48.00 ,622.41 ,4.78 
6124.00 ,Shray Bahri,01-05-2023,73.00 ,1194.78 ,4.23 
6125.00 ,Khushi Wadhwa,09-01-2022,72.00 ,257.85 ,4.43 
6126.00 ,Tarini Mani,10-27-2022,43.00 ,1583.90 ,4.89 
6127.00 ,Umang Kulkarni,05-07-2023,56.00 ,190.07 ,4.37 
6128.00 ,Aradhya Mann,03-11-2023,40.00 ,459.38 ,4.98 
6129.00 ,Madhup Korpal,05-10-2023,10.00 ,1170.08 ,4.07 
6130.00 ,Anvi Chowdhury,9-16-2022,57.00 ,1645.63 ,3.16 
6131.00 ,Azad Savant,1-20-2023,19.00 ,675.19 ,4.37 
6132.00 ,Himmat Iyengar,2-27-2023,82.00 ,564.38 ,3.23 
6133.00 ,Piya Sathe,02-11-2023,81.00 ,1711.99 ,4.19 
6134.00 ,Hunar Tiwari,08-11-2022,42.00 ,841.97 ,3.92 
6135.00 ,Prerak Ravel,05-05-2023,67.00 ,1457.34 ,3.34 
6136.00 ,Anika Sarin,4-17-2023,85.00 ,1712.73 ,4.70 
6137.00 ,Umang Sekhon,04-06-2023,22.00 ,1704.30 ,4.45 
6138.00 ,Devansh Dayal,6-21-2023,15.00 ,1532.69 ,4.44 
6139.00 ,Purab Behl,11-21-2022,45.00 ,1062.66 ,4.22 
6140.00 ,Indrajit Ben,1-26-2023,70.00 ,1662.14 ,4.54 
6141.00 ,Emir Behl,3-30-2023,35.00 ,943.47 ,4.45 
6142.00 ,Manjari Yadav,5-27-2023,41.00 ,1899.42 ,4.95 
6143.00 ,Ritvik Sarin,12-04-2022,73.00 ,161.50 ,4.78 
6144.00 ,Zain Barman,12-26-2022,90.00 ,1595.00 ,3.69 
6145.00 ,Chirag Sachar,3-24-2023,99.00 ,212.92 ,3.61 
6146.00 ,Vritika Maharaj,8-13-2022,31.00 ,841.84 ,4.40 
6147.00 ,Mannat Grover,10-27-2022,57.00 ,165.60 ,4.49 
6148.00 ,Mehul Dash,3-21-2023,20.00 ,337.88 ,3.90 
6149.00 ,Madhav Chad,4-16-2023,39.00 ,1476.27 ,3.76 
6150.00 ,Biju Balan,04-10-2023,38.00 ,1667.63 ,4.47 
6151.00 ,Manikya Deshpande,5-21-2023,48.00 ,877.21 ,3.46 
6152.00 ,Dhruv Setty,3-31-2023,42.00 ,927.65 ,4.18 
6153.00 ,Anaya Tandon,05-03-2023,42.00 ,1607.37 ,3.55 
6154.00 ,Onkar Rajagopalan,11-20-2022,69.00 ,423.33 ,4.07 
6155.00 ,Onkar Mammen,07-07-2023,71.00 ,1885.24 ,4.56 
6156.00 ,Jhanvi Bir,06-09-2023,42.00 ,1703.02 ,4.93 
6157.00 ,Kashvi Anand,04-11-2023,97.00 ,1240.20 ,4.33 
6158.00 ,Shaan Kala,8-30-2022,87.00 ,960.89 ,4.29 
6159.00 ,Dishani Balasubramanian,06-09-2023,31.00 ,1207.61 ,4.58 
6160.00 ,Kiara Tandon,9-22-2022,29.00 ,309.24 ,4.69 
6161.00 ,Nirvaan Mammen,10-10-2022,76.00 ,1088.08 ,3.93 
6162.00 ,Hazel Sur,11-14-2022,33.00 ,234.05 ,4.14 
6163.00 ,Amani Kata,04-03-2023,31.00 ,199.53 ,3.20 
6164.00 ,Shanaya Luthra,9-24-2022,89.00 ,337.41 ,3.64 
6165.00 ,Ishita Maharaj,06-04-2023,66.00 ,356.76 ,4.46 
6166.00 ,Taimur Brahmbhatt,5-29-2023,27.00 ,920.81 ,3.42 
6167.00 ,Bhamini Wable,04-05-2023,60.00 ,478.45 ,4.28 
6168.00 ,Saksham Arya,07-07-2023,89.00 ,827.73 ,4.76 
6169.00 ,Khushi Doshi,03-02-2023,67.00 ,927.80 ,4.86 
6170.00 ,Jayesh Soman,5-14-2023,13.00 ,1126.48 ,3.82 
6171.00 ,Romil Sur,5-28-2023,47.00 ,1810.42 ,4.29 
6172.00 ,Romil Bhatti,12-08-2022,40.00 ,1783.51 ,3.96 
6173.00 ,Zara Mammen,3-29-2023,91.00 ,749.75 ,3.14 
6174.00 ,Nitya Wason,8-20-2022,50.00 ,1877.88 ,3.87 
6175.00 ,Anahita Bath,07-03-2023,74.00 ,1455.26 ,3.27 
6176.00 ,Rasha Badami,11-27-2022,98.00 ,352.95 ,3.02 
6177.00 ,Samiha Wagle,08-11-2022,12.00 ,1624.85 ,4.90 
6178.00 ,Tejas Bala,10-06-2022,52.00 ,1226.63 ,4.76 
6179.00 ,Uthkarsh D??lia,3-17-2023,19.00 ,1280.78 ,4.60 
6180.00 ,Aayush Dhawan,01-09-2023,74.00 ,1466.29 ,4.47 
6181.00 ,Dhanush Kumar,5-30-2023,46.00 ,1977.49 ,4.47 
6182.00 ,Nitara Golla,10-04-2022,18.00 ,1115.40 ,4.76 
6183.00 ,Zoya Sodhi,5-22-2023,78.00 ,813.61 ,3.20 
6184.00 ,Akarsh Savant,11-19-2022,79.00 ,416.12 ,4.03 
6185.00 ,Kimaya Dhar,8-15-2022,10.00 ,309.30 ,4.93 
6186.00 ,Himmat Chandra,02-11-2023,85.00 ,1356.60 ,3.94 
6187.00 ,Yuvaan Madan,11-30-2022,34.00 ,988.52 ,3.36 
6188.00 ,Azad Mand,8-28-2022,85.00 ,341.04 ,4.68 
6189.00 ,Miraya Basak,01-03-2023,80.00 ,1657.45 ,4.90 
6190.00 ,Urvi Khare,10-04-2022,22.00 ,1623.68 ,3.97 
6191.00 ,Samiha Warrior,10-13-2022,42.00 ,1093.05 ,3.33 
6192.00 ,Shalv Barman,11-15-2022,45.00 ,1030.55 ,3.13 
6193.00 ,Aayush Buch,03-05-2023,97.00 ,498.39 ,3.79 
6194.00 ,Reyansh Dhar,10-30-2022,24.00 ,1234.40 ,3.19 
6195.00 ,Hansh Sahota,07-04-2023,20.00 ,852.48 ,4.89 
6196.00 ,Myra Hayer,12-19-2022,36.00 ,330.66 ,3.81 
6197.00 ,Badal Sankar,9-29-2022,85.00 ,1193.78 ,3.74 
6198.00 ,Urvi Loke,10-02-2022,71.00 ,399.23 ,3.86 
6199.00 ,Taran Dewan,9-26-2022,54.00 ,1570.61 ,4.97 
6200.00 ,Advika Kakar,01-11-2023,90.00 ,1983.44 ,3.26 
6201.00 ,Nakul Divan,3-15-2023,39.00 ,1131.15 ,3.57 
6202.00 ,Yakshit Dua,08-12-2022,13.00 ,302.11 ,3.48 
6203.00 ,Miraan Wadhwa,4-17-2023,80.00 ,212.24 ,3.69 
6204.00 ,Zain Rajagopal,9-29-2022,22.00 ,354.32 ,3.89 
6205.00 ,Gatik Chanda,10-06-2022,34.00 ,1991.17 ,3.42 
6206.00 ,Adira Chander,9-22-2022,38.00 ,459.12 ,4.84 
6207.00 ,Amani Khanna,10-21-2022,16.00 ,595.10 ,4.76 
6208.00 ,Suhana Mannan,1-14-2023,23.00 ,1957.13 ,4.90 
6209.00 ,Ehsaan Choudhury,11-17-2022,66.00 ,1430.98 ,4.30 
6210.00 ,Lavanya Kala,10-12-2022,83.00 ,843.58 ,3.79 
6211.00 ,Yasmin Thakur,10-22-2022,80.00 ,712.69 ,3.19 
6212.00 ,Diya Behl,10-28-2022,27.00 ,341.63 ,4.54 
6213.00 ,Vaibhav Varma,8-20-2022,21.00 ,1262.78 ,4.47 
6214.00 ,Manikya Lall,4-26-2023,75.00 ,487.90 ,3.54 
6215.00 ,Jivika Desai,10-10-2022,13.00 ,1213.23 ,4.17 
6216.00 ,Advika Choudhary,8-29-2022,41.00 ,130.97 ,4.32 
6217.00 ,Lakshay Chowdhury,1-15-2023,52.00 ,121.50 ,4.54 
6218.00 ,Aarav Desai,10-09-2022,79.00 ,429.80 ,3.62 
6219.00 ,Nitara Mand,10-11-2022,47.00 ,1833.47 ,4.60 
6220.00 ,Nitara Kalita,5-26-2023,40.00 ,1361.48 ,4.23 
6221.00 ,Taimur Desai,07-09-2023,55.00 ,1952.11 ,3.48 
6222.00 ,Zaina Rajan,11-20-2022,22.00 ,1050.12 ,4.29 
6223.00 ,Hridaan Hayer,03-12-2023,14.00 ,1041.73 ,3.39 
6224.00 ,Shlok Tank,06-03-2023,31.00 ,1546.74 ,3.88 
6225.00 ,Emir Sarkar,1-20-2023,72.00 ,1660.93 ,4.08 
6226.00 ,Aaina Kibe,04-03-2023,48.00 ,959.77 ,3.28 
6227.00 ,Tejas Dayal,12-10-2022,12.00 ,952.37 ,4.77 
6228.00 ,Mohanlal Raval,9-27-2022,42.00 ,870.90 ,3.98 
6229.00 ,Fateh Shroff,12-29-2022,52.00 ,1520.16 ,3.58 
6230.00 ,Manikya Raman,1-26-2023,89.00 ,830.68 ,4.77 
6231.00 ,Riya Raja,02-06-2023,48.00 ,696.16 ,4.34 
6232.00 ,Jayant Ben,10-29-2022,20.00 ,1354.63 ,4.62 
6233.00 ,Gokul Tandon,10-14-2022,75.00 ,591.38 ,4.76 
6234.00 ,Reyansh Kota,09-11-2022,37.00 ,1673.73 ,3.31 
6235.00 ,Damini Dugar,04-01-2023,16.00 ,1298.33 ,3.44 
6236.00 ,Bhavin Gupta,12-24-2022,15.00 ,1926.41 ,4.15 
6237.00 ,Tarini Dugar,8-30-2022,61.00 ,1709.02 ,4.10 
6238.00 ,Divij Chandran,3-24-2023,23.00 ,1127.39 ,3.13 
6239.00 ,Saira Shetty,11-14-2022,79.00 ,201.21 ,4.67 
6240.00 ,Jhanvi Bala,1-24-2023,35.00 ,1115.08 ,4.09 
6241.00 ,Tarini Ghose,03-03-2023,23.00 ,1433.67 ,4.84 
6242.00 ,Umang Hayer,07-03-2023,23.00 ,395.55 ,3.03 
6243.00 ,Alisha Cheema,4-19-2023,86.00 ,212.45 ,3.82 
6244.00 ,Hazel Mammen,2-13-2023,55.00 ,729.48 ,3.65 
6245.00 ,Aradhya Sarna,07-10-2023,36.00 ,244.27 ,3.66 
6246.00 ,Shlok Gera,02-08-2023,27.00 ,1364.97 ,3.62 
6247.00 ,Shray Kar,12-19-2022,50.00 ,1957.56 ,4.87 
6248.00 ,Shamik Shah,12-06-2022,40.00 ,1096.54 ,3.27 
6249.00 ,Hazel Bose,06-07-2023,13.00 ,557.17 ,3.88 
6250.00 ,Mamooty Bahl,07-11-2023,79.00 ,1385.75 ,4.22 
6251.00 ,Jhanvi Arya,5-31-2023,84.00 ,346.56 ,3.97 
6252.00 ,Aarush Bhatia,3-25-2023,65.00 ,740.51 ,4.34 
6253.00 ,Ranbir Mann,9-17-2022,77.00 ,806.79 ,3.25 
6254.00 ,Indranil Raval,11-09-2022,43.00 ,846.41 ,3.66 
6255.00 ,Anvi Venkatesh,6-27-2023,29.00 ,116.19 ,4.22 
6256.00 ,Miraya Gupta,11-16-2022,49.00 ,1504.37 ,4.76 
6257.00 ,Akarsh Dugal,12-07-2022,96.00 ,1665.19 ,3.55 
6258.00 ,Shayak Kala,01-05-2023,95.00 ,1068.29 ,4.45 
6259.00 ,Azad Jha,8-20-2022,54.00 ,1403.29 ,4.15 
6260.00 ,Azad Kadakia,09-06-2022,94.00 ,1200.27 ,4.67 
6261.00 ,Shray Lad,1-20-2023,85.00 ,1188.92 ,3.41 
6262.00 ,Suhana Sachar,9-15-2022,31.00 ,562.43 ,4.51 
6263.00 ,Amani Mander,11-26-2022,50.00 ,1812.28 ,3.11 
6264.00 ,Jivin Dani,4-30-2023,27.00 ,1581.37 ,4.15 
6265.00 ,Dhanush Lalla,05-10-2023,57.00 ,1134.15 ,3.45 
6266.00 ,Trisha Yohannan,03-12-2023,28.00 ,1641.70 ,4.57 
6267.00 ,Shaan Balan,10-26-2022,91.00 ,874.93 ,3.52 
6268.00 ,Riya Kapadia,8-19-2022,36.00 ,554.43 ,3.81 
6269.00 ,Misha Grewal,4-16-2023,27.00 ,1112.99 ,4.70 
6270.00 ,Trisha Kuruvilla,12-16-2022,83.00 ,1215.18 ,3.61 
6271.00 ,Siya Gara,11-17-2022,21.00 ,156.59 ,3.62 
6272.00 ,Nirvi Ganesh,06-11-2023,97.00 ,712.68 ,4.86 
6273.00 ,Prerak Bahl,07-04-2023,40.00 ,210.45 ,3.66 
6274.00 ,Emir Mani,03-12-2023,25.00 ,886.31 ,3.91 
6275.00 ,Yashvi Dua,9-14-2022,59.00 ,1290.65 ,3.45 
6276.00 ,Saira Chhabra,03-09-2023,79.00 ,590.34 ,3.24 
6277.00 ,Lakshay Kohli,09-09-2022,36.00 ,1135.32 ,4.80 
6278.00 ,Advika Mahal,01-02-2023,59.00 ,1598.27 ,4.16 
6279.00 ,Piya Bora,10-23-2022,88.00 ,229.88 ,4.58 
6280.00 ,Anay Joshi,12-28-2022,85.00 ,1752.60 ,4.89 
6281.00 ,Ela Basu,6-26-2023,75.00 ,1929.77 ,3.51 
6282.00 ,Umang Solanki,07-10-2023,85.00 ,1386.00 ,4.64 
6283.00 ,Yuvraj  Chakraborty,4-25-2023,65.00 ,1098.43 ,3.96 
6284.00 ,Dhruv Gandhi,3-20-2023,36.00 ,601.88 ,4.38 
6285.00 ,Anay Tailor,9-23-2022,16.00 ,1515.41 ,4.05 
6286.00 ,Zaina Raman,02-09-2023,53.00 ,277.75 ,3.05 
6287.00 ,Samar Varma,06-04-2023,95.00 ,1035.18 ,3.06 
6288.00 ,Tushar Kade,10-10-2022,31.00 ,1115.52 ,4.08 
6289.00 ,Anay Bhargava,02-06-2023,32.00 ,638.47 ,3.70 
6290.00 ,Lagan Johal,04-11-2023,26.00 ,1720.29 ,4.98 
6291.00 ,Tushar Subramanian,06-03-2023,68.00 ,1479.64 ,4.64 
6292.00 ,Shamik Raj,1-18-2023,67.00 ,1656.22 ,4.55 
6293.00 ,Shlok Setty,12-25-2022,89.00 ,124.33 ,4.28 
6294.00 ,Azad Anand,6-19-2023,97.00 ,358.65 ,4.78 
6295.00 ,Dhruv Chad,05-11-2023,52.00 ,242.00 ,3.81 
6296.00 ,Armaan Solanki,3-22-2023,77.00 ,483.54 ,3.64 
6297.00 ,Abram Rao,4-20-2023,25.00 ,454.12 ,4.51 
6298.00 ,Manikya Raj,2-16-2023,99.00 ,1015.30 ,4.95 
6299.00 ,Shlok Bajaj,02-03-2023,49.00 ,434.78 ,3.62 
6300.00 ,Zain Goyal,4-27-2023,34.00 ,1494.78 ,3.37 
6301.00 ,Chirag Sodhi,06-07-2023,97.00 ,1518.15 ,4.39 
6302.00 ,Kiaan Ahluwalia,10-03-2022,17.00 ,1545.78 ,3.09 
6303.00 ,Onkar Hegde,9-15-2022,12.00 ,1865.55 ,4.47 
6304.00 ,Lavanya Acharya,01-12-2023,56.00 ,781.61 ,4.49 
6305.00 ,Taimur Bhattacharyya,10-03-2022,77.00 ,893.52 ,3.77 
6306.00 ,Ela Bhargava,8-16-2022,63.00 ,287.86 ,4.85 
6307.00 ,Hunar Bumb,5-30-2023,25.00 ,1941.07 ,3.28 
6308.00 ,Arnav Ahluwalia,12-07-2022,29.00 ,701.76 ,4.20 
6309.00 ,Nayantara Comar,01-09-2023,39.00 ,1516.24 ,3.29 
6310.00 ,Ahana  Sinha,09-05-2022,54.00 ,135.02 ,4.30 
6311.00 ,Vaibhav Madan,6-24-2023,78.00 ,876.27 ,3.89 
6312.00 ,Onkar Hari,12-21-2022,93.00 ,649.04 ,4.04 
6313.00 ,Umang Bhatia,4-17-2023,39.00 ,1500.02 ,3.68 
6314.00 ,Saira Mand,05-08-2023,38.00 ,919.89 ,3.01 
6315.00 ,Vritika Mann,06-03-2023,42.00 ,1633.89 ,3.17 
6316.00 ,Yashvi Kuruvilla,8-25-2022,44.00 ,565.68 ,4.40 
6317.00 ,Rasha Warrior,11-11-2022,31.00 ,1653.24 ,3.32 
6318.00 ,Dhanush Sankaran,09-04-2022,46.00 ,912.32 ,4.23 
6319.00 ,Saira Virk,1-29-2023,23.00 ,300.93 ,3.05 
6320.00 ,Kashvi Sachar,05-04-2023,69.00 ,1212.77 ,4.12 
6321.00 ,Ira Mani,9-27-2022,24.00 ,1609.73 ,3.08 
6322.00 ,Trisha Sridhar,11-16-2022,81.00 ,513.50 ,3.66 
6323.00 ,Saksham Dhingra,07-08-2023,85.00 ,877.80 ,3.68 
6324.00 ,Renee Wali,06-02-2023,11.00 ,1928.18 ,4.30 
6325.00 ,Purab Viswanathan,8-15-2022,73.00 ,1009.36 ,3.15 
6326.00 ,Zeeshan Dasgupta,9-14-2022,20.00 ,300.17 ,4.01 
6327.00 ,Aayush Bhatia,09-02-2022,91.00 ,1441.10 ,4.10 
6328.00 ,Ela Sandhu,12-12-2022,45.00 ,297.81 ,4.40 
6329.00 ,Divit Dani,12-15-2022,16.00 ,1289.40 ,3.40 
6330.00 ,Jhanvi Ranganathan,5-29-2023,18.00 ,266.16 ,3.42 
6331.00 ,Devansh Kari,03-07-2023,41.00 ,1900.41 ,3.60 
6332.00 ,Hridaan Bajwa,1-19-2023,82.00 ,1727.86 ,4.36 
6333.00 ,Shamik Garde,8-21-2022,51.00 ,412.94 ,4.87 
6334.00 ,Saira Sabharwal,05-01-2023,76.00 ,612.21 ,4.13 
6335.00 ,Anika Chaudry,04-03-2023,96.00 ,1423.33 ,4.37 
6336.00 ,Anaya Yadav,1-16-2023,48.00 ,1509.18 ,4.57 
6337.00 ,Navya Butala,03-06-2023,74.00 ,1939.09 ,3.24 
6338.00 ,Ritvik Aurora,09-01-2022,56.00 ,322.76 ,3.33 
6339.00 ,Tarini Malhotra,05-02-2023,29.00 ,1935.11 ,3.84 
6340.00 ,Zaina Vala,12-03-2022,26.00 ,223.89 ,4.83 
6341.00 ,Gatik Rout,6-24-2023,68.00 ,1767.20 ,3.96 
6342.00 ,Aarav Wason,04-10-2023,20.00 ,234.88 ,4.65 
6343.00 ,Saanvi Walia,03-06-2023,68.00 ,1565.20 ,4.64 
6344.00 ,Ira Ram,12-06-2022,65.00 ,118.29 ,3.52 
6345.00 ,Tiya Sachar,11-23-2022,68.00 ,547.68 ,3.93 
6346.00 ,Sana Badal,10-07-2022,93.00 ,1280.76 ,4.32 
6347.00 ,Dhruv Bandi,4-13-2023,57.00 ,296.73 ,3.06 
6348.00 ,Kiara Ghose,07-05-2023,29.00 ,285.01 ,4.35 
6349.00 ,Kaira Madan,10-01-2022,39.00 ,1093.21 ,3.86 
6350.00 ,Ivan Deol,06-07-2023,59.00 ,1488.60 ,3.74 
6351.00 ,Seher Khurana,4-15-2023,84.00 ,1018.33 ,4.29 
6352.00 ,Uthkarsh Aggarwal,5-15-2023,74.00 ,869.86 ,4.37 
6353.00 ,Anahi Lad,5-20-2023,35.00 ,1148.81 ,4.11 
6354.00 ,Aarush Madan,07-03-2023,42.00 ,1583.44 ,4.14 
6355.00 ,Miraya Ghosh,05-04-2023,27.00 ,1619.28 ,3.16 
6356.00 ,Vihaan Sahni,10-29-2022,50.00 ,616.55 ,3.86 
6357.00 ,Nayantara Keer,01-02-2023,89.00 ,519.92 ,4.70 
6358.00 ,Tejas Sawhney,09-12-2022,46.00 ,1406.51 ,3.92 
6359.00 ,Zara Suri,08-10-2022,88.00 ,366.98 ,4.73 
6360.00 ,Krish Mangat,4-18-2023,67.00 ,1004.16 ,4.10 
6361.00 ,Jayan Chokshi,07-08-2023,75.00 ,1635.37 ,4.25 
6362.00 ,Bhamini Ahuja,12-13-2022,47.00 ,736.06 ,3.56 
6363.00 ,Suhana Choudhary,5-18-2023,99.00 ,524.50 ,3.51 
6364.00 ,Shamik Kakar,02-03-2023,53.00 ,124.27 ,3.62 
6365.00 ,Kismat Manne,8-13-2022,86.00 ,1008.49 ,3.88 
6366.00 ,Uthkarsh Ramesh,06-02-2023,56.00 ,1813.57 ,4.66 
6367.00 ,Seher Karpe,02-01-2023,57.00 ,187.30 ,4.29 
6368.00 ,Mohanlal Shere,3-31-2023,72.00 ,527.42 ,4.65 
6369.00 ,Madhup Kanda,4-24-2023,51.00 ,793.78 ,3.17 
6370.00 ,Prerak Dani,06-11-2023,56.00 ,416.16 ,4.07 
6371.00 ,Ojas Jani,11-02-2022,13.00 ,553.26 ,3.40 
6372.00 ,Gokul Hari,12-04-2022,54.00 ,162.79 ,4.29 
6373.00 ,Saanvi Rama,10-03-2022,55.00 ,816.30 ,3.40 
6374.00 ,Samar Goswami,8-23-2022,40.00 ,1075.88 ,4.35 
6375.00 ,Kimaya Tata,4-16-2023,99.00 ,655.59 ,4.43 
6376.00 ,Myra Banerjee,06-08-2023,39.00 ,1728.46 ,4.13 
6377.00 ,Mishti Bansal,05-03-2023,50.00 ,318.51 ,3.14 
6378.00 ,Charvi Gandhi,06-03-2023,55.00 ,1060.34 ,4.30 
6379.00 ,Samiha Bassi,1-30-2023,26.00 ,317.78 ,4.93 
6380.00 ,Armaan Rajagopalan,04-02-2023,35.00 ,174.06 ,4.47 
6381.00 ,Vanya Sodhi,9-28-2022,17.00 ,781.13 ,3.92 
6382.00 ,Jayan Bhandari,10-04-2022,87.00 ,979.85 ,4.16 
6383.00 ,Nehmat Sood,12-05-2022,82.00 ,1428.11 ,3.15 
6384.00 ,Vanya Basak,10-11-2022,19.00 ,111.71 ,4.77 
6385.00 ,Oorja Krishnan,3-19-2023,87.00 ,1893.03 ,4.69 
6386.00 ,Advika Madan,4-24-2023,11.00 ,675.46 ,3.16 
6387.00 ,Raunak Chawla,08-12-2022,54.00 ,1620.94 ,4.29 
6388.00 ,Nakul Chaudhry,03-05-2023,69.00 ,548.28 ,3.26 
6389.00 ,Jivika Sandhu,1-15-2023,14.00 ,1332.33 ,3.76 
6390.00 ,Oorja Srinivasan,8-15-2022,93.00 ,1989.51 ,4.42 
6391.00 ,Romil Keer,6-23-2023,25.00 ,473.86 ,3.13 
6392.00 ,Kismat Suresh,05-12-2023,54.00 ,1169.23 ,3.45 
6393.00 ,Rania Vig,8-28-2022,85.00 ,269.41 ,3.73 
6394.00 ,Kabir Mand,12-04-2022,11.00 ,1967.71 ,3.09 
6395.00 ,Samaira Sen,12-14-2022,49.00 ,237.66 ,4.34 
6396.00 ,Ela Suresh,11-25-2022,69.00 ,636.29 ,3.52 
6397.00 ,Ehsaan Setty,09-11-2022,74.00 ,890.25 ,4.02 
6398.00 ,Aayush Deshpande,8-20-2022,19.00 ,537.33 ,4.86 
6399.00 ,Kismat Barad,1-24-2023,43.00 ,1350.75 ,3.10 
6400.00 ,Diya Bhatt,04-12-2023,30.00 ,1311.63 ,4.48 
6401.00 ,Saksham Hora,9-14-2022,96.00 ,405.29 ,3.37 
6402.00 ,Alisha Ratta,07-09-2023,21.00 ,1053.81 ,3.20 
6403.00 ,Tarini Chacko,10-08-2022,21.00 ,1929.16 ,3.95 
6404.00 ,Prerak Kakar,8-15-2022,18.00 ,1439.02 ,4.18 
6405.00 ,Ahana  Dass,10-20-2022,62.00 ,1879.74 ,4.94 
6406.00 ,Raghav Bava,09-03-2022,15.00 ,378.84 ,4.98 
6407.00 ,Devansh Rajagopal,10-28-2022,41.00 ,1912.91 ,3.49 
6408.00 ,Advika Gill,08-12-2022,46.00 ,286.77 ,3.04 
6409.00 ,Rania Vaidya,09-02-2022,12.00 ,1889.26 ,4.49 
6410.00 ,Sana Swamy,12-05-2022,70.00 ,228.12 ,3.57 
6411.00 ,Sara Ramanathan,10-02-2022,89.00 ,982.14 ,4.97 
6412.00 ,Zoya Thaker,11-10-2022,79.00 ,1878.41 ,3.67 
6413.00 ,Jiya Grover,3-25-2023,82.00 ,1661.78 ,3.70 
6414.00 ,Jayesh Wagle,4-22-2023,53.00 ,1378.67 ,4.22 
6415.00 ,Lavanya Kant,08-10-2022,21.00 ,1046.56 ,3.22 
6416.00 ,Anaya Dasgupta,12-18-2022,96.00 ,1642.63 ,4.99 
6417.00 ,Saanvi Agate,5-26-2023,81.00 ,1249.24 ,4.63 
6418.00 ,Kanav Krishna,12-22-2022,11.00 ,907.02 ,4.10 
6419.00 ,Armaan Sem,09-11-2022,15.00 ,312.44 ,4.97 
6420.00 ,Shanaya Taneja,10-03-2022,79.00 ,955.16 ,4.59 
6421.00 ,Yuvraj  Sarma,11-22-2022,78.00 ,650.27 ,4.73 
6422.00 ,Damini Guha,11-19-2022,10.00 ,1598.08 ,4.42 
6423.00 ,Heer Saraf,10-30-2022,75.00 ,646.28 ,4.60 
6424.00 ,Indranil Chahal,10-17-2022,45.00 ,622.70 ,3.25 
6425.00 ,Kiara Gour,10-23-2022,69.00 ,1183.53 ,3.91 
6426.00 ,Zara Zachariah,09-01-2022,64.00 ,1094.81 ,3.17 
6427.00 ,Hridaan Vohra,1-30-2023,100.00 ,1819.96 ,3.79 
6428.00 ,Miraan Sunder,06-02-2023,12.00 ,1124.26 ,3.98 
6429.00 ,Yasmin Jaggi,10-26-2022,86.00 ,1109.83 ,4.21 
6430.00 ,Ira Devi,9-26-2022,40.00 ,1626.76 ,4.43 
6431.00 ,Yakshit Bhat,09-11-2022,47.00 ,1848.41 ,3.52 
6432.00 ,Dhruv Ravi,09-09-2022,27.00 ,1710.49 ,3.63 
6433.00 ,Badal Hayer,12-08-2022,34.00 ,1513.75 ,3.01 
6434.00 ,Devansh Gokhale,12-12-2022,85.00 ,1011.15 ,4.07 
6435.00 ,Shayak Randhawa,2-27-2023,69.00 ,664.50 ,3.75 
6436.00 ,Jivika Deo,04-07-2023,61.00 ,597.55 ,3.83 
6437.00 ,Kismat Ram,5-23-2023,42.00 ,384.15 ,4.24 
6438.00 ,Drishya Gokhale,5-14-2023,14.00 ,510.94 ,4.02 
6439.00 ,Misha Chada,12-19-2022,69.00 ,1859.04 ,3.13 
6440.00 ,Tushar Dash,3-29-2023,92.00 ,648.59 ,3.02 
6441.00 ,Pari Bhasin,9-18-2022,43.00 ,145.45 ,4.78 
6442.00 ,Ehsaan Bora,3-20-2023,31.00 ,1421.03 ,4.52 
6443.00 ,Shray Iyengar,09-09-2022,26.00 ,1717.34 ,4.35 
6444.00 ,Purab Rao,1-29-2023,100.00 ,1173.46 ,3.22 
6445.00 ,Ehsaan Balay,10-09-2022,87.00 ,443.53 ,3.62 
6446.00 ,Indrans Bhandari,12-15-2022,11.00 ,1141.19 ,3.74 
6447.00 ,Badal Ghosh,1-28-2023,28.00 ,701.49 ,4.94 
6448.00 ,Reyansh Comar,2-28-2023,19.00 ,370.62 ,4.83 
6449.00 ,Anvi Balay,02-01-2023,92.00 ,1821.28 ,4.19 
6450.00 ,Dharmajan Chaudhuri,03-12-2023,39.00 ,1455.18 ,3.97 
6451.00 ,Mehul Loyal,1-16-2023,44.00 ,261.00 ,3.50 
