driver_id,driver_name,join_date,rating,total_rides,earnings
4018.00 ,Sana Salvi,12-28-2022,3.31 ,359.00 ,2026.26 
4019.00 ,Himmat Sampath,05-06-2023,3.28 ,322.00 ,4316.09 
4020.00 ,Tushar Sodhi,1-31-2023,3.91 ,162.00 ,4814.62 
4021.00 ,Tushar Dass,5-18-2023,4.00 ,450.00 ,3298.88 
4022.00 ,Raunak Bal,01-12-2023,4.70 ,131.00 ,2169.31 
4023.00 ,Arhaan Kari,5-21-2023,4.81 ,432.00 ,3172.12 
4024.00 ,Tarini Vala,12-09-2022,3.16 ,154.00 ,2573.14 
4025.00 ,Ira Mahal,8-22-2022,3.38 ,417.00 ,3285.58 
4026.00 ,Darshit Ghosh,8-30-2022,3.24 ,479.00 ,1972.40 
4027.00 ,Yuvaan Andra,07-03-2023,4.51 ,62.00 ,2356.31 
4028.00 ,Vardaniya Dyal,09-07-2022,4.48 ,466.00 ,587.92 
4029.00 ,Azad Yadav,11-05-2022,3.15 ,352.00 ,799.95 
4030.00 ,Riaan Chacko,11-05-2022,3.71 ,456.00 ,4353.03 
4031.00 ,Hazel Varty,9-23-2022,3.48 ,88.00 ,4862.16 
4032.00 ,Mannat Chand,6-21-2023,4.35 ,86.00 ,2369.08 
4033.00 ,Vihaan Iyer,06-04-2023,4.00 ,343.00 ,3531.14 
4034.00 ,Sana Ravi,3-25-2023,4.07 ,59.00 ,2352.83 
4035.00 ,Renee Basak,1-14-2023,4.79 ,169.00 ,4683.43 
4036.00 ,Kartik Chokshi,12-27-2022,4.46 ,422.00 ,605.35 
4037.00 ,Sumer Karan,08-11-2022,3.72 ,167.00 ,1893.70 
4038.00 ,Adira Srinivasan,10-31-2022,4.08 ,374.00 ,1045.70 
4039.00 ,Parinaaz Jha,06-05-2023,3.65 ,427.00 ,873.82 
4040.00 ,Manikya Kapur,07-01-2023,3.47 ,366.00 ,3636.29 
4041.00 ,Jayan Sibal,5-20-2023,4.52 ,353.00 ,1202.09 
4042.00 ,Ryan Sridhar,4-20-2023,3.37 ,68.00 ,2725.89 
4043.00 ,Nirvi Apte,07-04-2023,4.76 ,252.00 ,2412.95 
4044.00 ,Eshani Kaur,05-04-2023,4.81 ,210.00 ,2600.03 
4045.00 ,Diya Vohra,12-06-2022,4.88 ,466.00 ,3516.85 
4046.00 ,Ivana Jani,10-13-2022,4.03 ,132.00 ,2725.55 
4047.00 ,Devansh Chopra,3-15-2023,3.75 ,200.00 ,3810.26 
4048.00 ,Riaan Swamy,02-11-2023,4.49 ,235.00 ,1141.70 
4049.00 ,Tejas Sachdeva,6-17-2023,4.42 ,383.00 ,2246.99 
4050.00 ,Ojas Sathe,5-14-2023,3.53 ,115.00 ,4840.33 
4051.00 ,Aniruddh Bera,8-24-2022,4.08 ,379.00 ,1410.59 
4052.00 ,Alisha Tailor,01-11-2023,4.11 ,480.00 ,3181.26 
4053.00 ,Jhanvi Dhaliwal,07-10-2023,3.92 ,291.00 ,1774.15 
4054.00 ,Tushar Ghose,6-28-2023,3.88 ,177.00 ,1974.91 
4055.00 ,Adira Arora,3-20-2023,3.98 ,234.00 ,4112.45 
4056.00 ,Eva Sankar,09-11-2022,4.54 ,60.00 ,4818.16 
4057.00 ,Vritika Thaman,1-27-2023,3.25 ,416.00 ,4761.93 
4058.00 ,Yakshit Trivedi,11-23-2022,3.34 ,467.00 ,2897.18 
4059.00 ,Saksham Amble,9-27-2022,4.08 ,283.00 ,4227.30 
4060.00 ,Himmat Chadha,02-02-2023,4.23 ,493.00 ,1873.57 
4061.00 ,Jayant Sant,12-04-2022,4.63 ,463.00 ,3711.32 
4062.00 ,Indrajit Mander,05-12-2023,4.17 ,310.00 ,1891.34 
4063.00 ,Seher Badami,9-22-2022,4.54 ,141.00 ,1092.87 
4064.00 ,Emir Basu,04-11-2023,4.29 ,112.00 ,1824.78 
4065.00 ,Madhup Bumb,3-14-2023,3.50 ,209.00 ,1674.63 
4066.00 ,Saira Balasubramanian,06-02-2023,3.17 ,132.00 ,3727.37 
4067.00 ,Charvi Yogi,05-12-2023,4.62 ,473.00 ,1539.66 
4068.00 ,Eva Bedi,3-19-2023,4.16 ,343.00 ,2458.52 
4069.00 ,Nitara Kota,6-22-2023,4.39 ,252.00 ,4795.40 
4070.00 ,Dishani Batra,5-22-2023,3.28 ,229.00 ,952.78 
4071.00 ,Saira Bhasin,1-17-2023,3.82 ,120.00 ,1009.40 
4072.00 ,Indrans Chana,3-28-2023,3.61 ,63.00 ,1824.00 
4073.00 ,Anika Goel,07-02-2023,3.42 ,410.00 ,4596.14 
4074.00 ,Sumer Sule,05-12-2023,4.81 ,109.00 ,3834.34 
4075.00 ,Aarush Dash,12-16-2022,3.04 ,205.00 ,3734.36 
4076.00 ,Dhanush Lad,8-23-2022,4.75 ,464.00 ,1112.19 
4077.00 ,Mahika Buch,7-28-2023,4.03 ,123.00 ,894.25 
4078.00 ,Raghav Keer,11-08-2022,3.18 ,463.00 ,3937.09 
4079.00 ,Elakshi Salvi,03-09-2023,4.83 ,232.00 ,704.14 
4080.00 ,Piya Sahni,07-12-2023,4.81 ,258.00 ,3623.04 
4081.00 ,Dishani Kumar,4-18-2023,4.56 ,391.00 ,2510.82 
4082.00 ,Vihaan Vala,5-20-2023,4.39 ,90.00 ,2373.83 
4083.00 ,Akarsh Goswami,6-29-2023,3.96 ,162.00 ,4369.58 
4084.00 ,Yuvaan Tak,12-14-2022,3.16 ,101.00 ,3339.87 
4085.00 ,Zoya Krishna,1-20-2023,4.01 ,192.00 ,1987.49 
4086.00 ,Myra Kari,07-06-2023,3.03 ,405.00 ,4997.86 
4087.00 ,Misha Rout,3-15-2023,4.02 ,486.00 ,1425.15 
4088.00 ,Advika Sawhney,12-09-2022,3.76 ,155.00 ,3225.86 
4089.00 ,Samarth Chad,3-14-2023,3.92 ,429.00 ,1617.44 
4090.00 ,Pihu Chauhan,6-16-2023,4.92 ,131.00 ,3809.35 
4091.00 ,Neysa Krish,3-24-2023,3.90 ,230.00 ,1954.41 
4092.00 ,Zain Tailor,06-04-2023,4.75 ,278.00 ,3377.31 
4093.00 ,Zaina Rajagopalan,8-28-2022,3.42 ,405.00 ,3373.00 
4094.00 ,Emir Rattan,08-09-2023,3.24 ,350.00 ,2500.24 
4095.00 ,Vaibhav Saxena,05-06-2023,3.40 ,210.00 ,4429.23 
4096.00 ,Oorja Bandi,11-21-2022,4.98 ,92.00 ,3057.71 
4097.00 ,Uthkarsh Manne,10-15-2022,3.09 ,383.00 ,1216.04 
4098.00 ,Yashvi Venkatesh,1-22-2023,4.21 ,288.00 ,4541.75 
4099.00 ,Jiya Lalla,05-06-2023,3.44 ,93.00 ,2746.68 
4100.00 ,Jivika Hari,7-25-2023,3.75 ,264.00 ,890.06 
4101.00 ,Shayak Sule,05-09-2023,3.20 ,314.00 ,679.84 
4102.00 ,Saanvi Bir,7-21-2023,4.51 ,59.00 ,2846.73 
4103.00 ,Pranay Bir,6-29-2023,4.21 ,370.00 ,1540.88 
4104.00 ,Ehsaan Deo,12-10-2022,4.49 ,498.00 ,945.86 
4105.00 ,Arnav Arya,11-20-2022,4.48 ,127.00 ,4004.44 
4106.00 ,Jhanvi Chand,12-27-2022,3.46 ,395.00 ,2084.28 
4107.00 ,Farhan Lal,10-21-2022,3.00 ,66.00 ,1390.97 
4108.00 ,Yakshit Shah,1-21-2023,4.89 ,310.00 ,3733.55 
4109.00 ,Ivana Bath,3-24-2023,4.83 ,395.00 ,4736.48 
4110.00 ,Arnav Sarin,10-02-2022,4.99 ,330.00 ,1310.63 
4111.00 ,Zara Sarna,3-24-2023,4.11 ,395.00 ,3844.43 
4112.00 ,Dharmajan Bansal,11-06-2022,3.00 ,191.00 ,2642.47 
4113.00 ,Kabir Sahota,05-12-2023,4.67 ,342.00 ,3283.63 
4114.00 ,Lakshit Krishnan,8-25-2022,3.40 ,174.00 ,3641.18 
4115.00 ,Divit Kamdar,10-07-2022,4.16 ,215.00 ,4284.04 
4116.00 ,Stuvan Dua,5-29-2023,4.76 ,201.00 ,4717.21 
4117.00 ,Kaira Jaggi,02-05-2023,3.75 ,293.00 ,2527.03 
4118.00 ,Amira Sheth,12-07-2022,3.31 ,190.00 ,4296.06 
4119.00 ,Lagan Devan,4-14-2023,3.93 ,374.00 ,1217.07 
4120.00 ,Charvi Master,02-02-2023,3.48 ,428.00 ,990.75 
4121.00 ,Lakshay Batra,11-22-2022,3.47 ,367.00 ,3153.67 
4122.00 ,Fateh Salvi,6-30-2023,3.59 ,176.00 ,2050.31 
4123.00 ,Aarush Tiwari,12-19-2022,4.56 ,242.00 ,4732.90 
4124.00 ,Aarna Sehgal,2-22-2023,3.13 ,114.00 ,3348.75 
4125.00 ,Divit Shah,4-30-2023,3.58 ,339.00 ,1760.43 
4126.00 ,Ahana  Ganguly,03-01-2023,4.69 ,84.00 ,4419.71 
4127.00 ,Zaina Shankar,11-05-2022,3.97 ,239.00 ,1747.54 
4128.00 ,Dhruv Doshi,3-31-2023,4.76 ,111.00 ,987.16 
4129.00 ,Arnav Manda,08-09-2023,4.05 ,270.00 ,2219.33 
4130.00 ,Rania Gera,4-21-2023,3.95 ,197.00 ,2796.86 
4131.00 ,Zain Borra,09-10-2022,4.56 ,388.00 ,3127.72 
4132.00 ,Jayan Kapadia,9-16-2022,4.56 ,275.00 ,3637.89 
4133.00 ,Himmat Sane,5-30-2023,4.11 ,250.00 ,1838.10 
4134.00 ,Samiha Agrawal,02-12-2023,3.27 ,135.00 ,3010.24 
4135.00 ,Ahana  Balakrishnan,1-23-2023,3.50 ,381.00 ,1561.45 
4136.00 ,Zaina Bala,04-05-2023,3.78 ,323.00 ,2976.20 
4137.00 ,Vardaniya Handa,05-11-2023,4.85 ,388.00 ,2064.13 
4138.00 ,Tushar Lall,12-29-2022,3.36 ,279.00 ,1233.26 
4139.00 ,Onkar Sem,8-24-2022,3.44 ,184.00 ,4410.80 
4140.00 ,Himmat Tella,5-26-2023,3.40 ,396.00 ,1899.72 
4141.00 ,Kanav Tak,4-26-2023,3.93 ,329.00 ,1091.94 
4142.00 ,Emir Sachdev,5-26-2023,3.60 ,455.00 ,3786.30 
4143.00 ,Emir Kale,1-19-2023,4.83 ,183.00 ,2359.97 
4144.00 ,Bhamini Bhattacharyya,09-05-2022,4.94 ,455.00 ,4153.69 
4145.00 ,Yuvaan Solanki,11-06-2022,4.80 ,210.00 ,4941.57 
4146.00 ,Prisha Gupta,12-13-2022,4.56 ,334.00 ,2454.67 
4147.00 ,Alia Mani,2-19-2023,3.68 ,316.00 ,1931.21 
4148.00 ,Saira Konda,11-29-2022,4.15 ,71.00 ,1142.48 
4149.00 ,Azad Chada,6-22-2023,4.23 ,411.00 ,3005.28 
4150.00 ,Misha Guha,1-26-2023,4.27 ,236.00 ,3665.65 
4151.00 ,Pranay Rout,10-03-2022,3.14 ,387.00 ,4674.71 
4152.00 ,Ivan Virk,11-18-2022,3.97 ,412.00 ,3117.27 
4153.00 ,Veer Kibe,4-20-2023,3.74 ,78.00 ,1791.94 
4154.00 ,Indrajit Bawa,09-06-2022,3.29 ,124.00 ,2592.70 
4155.00 ,Ivana Saxena,11-04-2022,3.69 ,373.00 ,3300.63 
4156.00 ,Farhan Keer,02-05-2023,4.79 ,405.00 ,1063.47 
4157.00 ,Amira Johal,12-09-2022,3.76 ,100.00 ,4399.83 
4158.00 ,Divyansh Date,05-12-2023,3.09 ,153.00 ,3082.08 
4159.00 ,Prisha Sangha,10-28-2022,3.23 ,413.00 ,4397.79 
4160.00 ,Shalv Ramakrishnan,08-06-2023,3.96 ,282.00 ,4445.21 
4161.00 ,Zara Dixit,10-16-2022,4.43 ,365.00 ,4086.81 
4162.00 ,Ishaan Datta,1-16-2023,4.38 ,479.00 ,3330.89 
4163.00 ,Shanaya Devan,07-06-2023,3.76 ,105.00 ,1842.59 
4164.00 ,Keya Sha,01-07-2023,4.98 ,461.00 ,3037.31 
4165.00 ,Aarush Savant,1-14-2023,3.35 ,253.00 ,4232.43 
4166.00 ,Kavya Ramakrishnan,8-20-2022,3.87 ,349.00 ,3205.65 
4167.00 ,Lakshay Bhatia,1-27-2023,4.58 ,132.00 ,3869.78 
4168.00 ,Rania Sidhu,08-07-2023,3.84 ,232.00 ,4214.08 
4169.00 ,Misha Loke,01-02-2023,4.23 ,409.00 ,2507.83 
4170.00 ,Nitara Char,1-22-2023,4.41 ,358.00 ,2796.69 
4171.00 ,Piya Chakrabarti,01-08-2023,4.29 ,110.00 ,3328.47 
4172.00 ,Alia Deo,8-29-2022,4.80 ,385.00 ,689.02 
4173.00 ,Ojas Ravel,8-21-2022,4.15 ,369.00 ,821.60 
4174.00 ,Umang Gera,8-27-2022,3.53 ,136.00 ,1016.16 
4175.00 ,Ivan Gade,3-21-2023,4.49 ,295.00 ,2239.09 
4176.00 ,Ranbir Basak,10-22-2022,4.80 ,450.00 ,1244.87 
4177.00 ,Jivin Chaudhari,9-22-2022,4.19 ,264.00 ,852.11 
4178.00 ,Sana Sankaran,10-12-2022,4.55 ,100.00 ,3613.50 
4179.00 ,Shaan Shere,03-03-2023,4.21 ,162.00 ,1587.07 
4180.00 ,Baiju Korpal,11-11-2022,3.25 ,304.00 ,3663.15 
4181.00 ,Biju Khanna,03-12-2023,4.34 ,440.00 ,2650.24 
4182.00 ,Dhruv Ratta,09-03-2022,3.67 ,221.00 ,1584.25 
4183.00 ,Arhaan Hans,8-21-2022,4.95 ,445.00 ,1101.43 
4184.00 ,Aniruddh Barad,5-14-2023,4.31 ,440.00 ,1840.28 
4185.00 ,Akarsh Bansal,10-26-2022,4.97 ,432.00 ,1446.75 
4186.00 ,Madhup Maharaj,11-23-2022,4.80 ,179.00 ,2613.95 
4187.00 ,Ishaan Sandhu,9-24-2022,4.26 ,237.00 ,1444.66 
4188.00 ,Alisha Rau,3-23-2023,4.10 ,464.00 ,1429.30 
4189.00 ,Aarav Barad,3-20-2023,3.82 ,232.00 ,4103.09 
4190.00 ,Yakshit Bhavsar,05-06-2023,3.57 ,422.00 ,2200.87 
4191.00 ,Kimaya Thakkar,7-28-2023,3.61 ,402.00 ,1776.34 
4192.00 ,Hazel Kara,6-26-2023,3.91 ,174.00 ,1901.58 
4193.00 ,Kiara Shenoy,07-01-2023,4.08 ,112.00 ,4378.89 
4194.00 ,Tushar Dhaliwal,9-28-2022,4.80 ,379.00 ,4674.50 
4195.00 ,Zaina Kumar,04-04-2023,3.37 ,224.00 ,1355.40 
4196.00 ,Neysa Bera,9-24-2022,3.78 ,200.00 ,3984.66 
4197.00 ,Jhanvi Walla,7-22-2023,4.30 ,53.00 ,2553.91 
4198.00 ,Neysa Kade,1-14-2023,3.76 ,54.00 ,3114.47 
4199.00 ,Abram Mander,08-10-2022,3.10 ,431.00 ,2072.92 
4200.00 ,Rania Chahal,04-09-2023,4.48 ,252.00 ,2473.94 
4201.00 ,Advik Bhatia,10-12-2022,4.58 ,471.00 ,758.03 
4202.00 ,Krish Mandal,5-13-2023,4.70 ,387.00 ,3697.76 
4203.00 ,Samarth Kant,6-23-2023,3.97 ,301.00 ,1030.08 
4204.00 ,Zaina Chacko,11-28-2022,4.09 ,300.00 ,979.54 
4205.00 ,Miraya Wagle,04-06-2023,4.59 ,325.00 ,4310.71 
4206.00 ,Dhanuk Madan,06-09-2023,4.26 ,376.00 ,1206.06 
4207.00 ,Shayak Chhabra,09-10-2022,3.21 ,248.00 ,4687.09 
4208.00 ,Yuvaan Datta,08-10-2022,4.04 ,393.00 ,3163.23 
4209.00 ,Lavanya Chawla,4-25-2023,4.54 ,351.00 ,3204.94 
4210.00 ,Eshani Sabharwal,6-19-2023,3.37 ,488.00 ,2841.20 
4211.00 ,Jivin Virk,1-14-2023,4.70 ,398.00 ,1547.52 
4212.00 ,Hunar Yohannan,4-14-2023,3.14 ,442.00 ,3566.62 
4213.00 ,Heer Dutt,04-08-2023,4.90 ,445.00 ,1749.93 
4214.00 ,Azad Sheth,12-21-2022,4.04 ,439.00 ,1529.65 
4215.00 ,Indrans Mahal,4-29-2023,3.86 ,193.00 ,1682.37 
4216.00 ,Gokul Suri,8-18-2022,4.76 ,413.00 ,869.18 
4217.00 ,Hridaan Doctor,09-01-2022,3.35 ,323.00 ,1847.02 
4218.00 ,Zoya Lata,4-26-2023,4.16 ,454.00 ,3604.03 
4219.00 ,Lakshay Ratta,09-05-2022,4.60 ,203.00 ,1217.20 
4220.00 ,Vanya Aggarwal,9-29-2022,3.88 ,353.00 ,4875.45 
4221.00 ,Fateh Sura,7-19-2023,3.05 ,415.00 ,4942.56 
4222.00 ,Manikya Uppal,10-04-2022,4.70 ,203.00 ,928.15 
4223.00 ,Lavanya Upadhyay,09-08-2022,4.97 ,93.00 ,1083.56 
4224.00 ,Arnav Thaker,12-22-2022,4.31 ,228.00 ,4042.79 
4225.00 ,Urvi Kalita,7-31-2023,3.27 ,150.00 ,2249.09 
4226.00 ,Adira Wadhwa,07-07-2023,3.00 ,285.00 ,3687.65 
4227.00 ,Madhav Deol,3-21-2023,3.26 ,380.00 ,2006.99 
4228.00 ,Jhanvi Som,07-03-2023,4.16 ,163.00 ,3469.04 
4229.00 ,Anika Subramaniam,3-25-2023,3.76 ,120.00 ,1915.46 
4230.00 ,Gokul Sastry,03-05-2023,4.31 ,327.00 ,4714.63 
4231.00 ,Tushar Sandal,12-18-2022,4.73 ,301.00 ,4388.34 
4232.00 ,Riaan Dada,8-18-2022,3.32 ,173.00 ,2535.71 
4233.00 ,Shaan Soman,10-07-2022,4.72 ,410.00 ,632.04 
4234.00 ,Divyansh Kashyap,9-22-2022,3.00 ,150.00 ,1038.21 
4235.00 ,Farhan Saini,07-01-2023,4.15 ,382.00 ,794.09 
4236.00 ,Ehsaan Dhaliwal,10-07-2022,3.30 ,307.00 ,4802.72 
4237.00 ,Zaina Garde,05-12-2023,4.89 ,349.00 ,2592.75 
4238.00 ,Jayan Kata,01-07-2023,3.74 ,480.00 ,3631.75 
4239.00 ,Saksham Wadhwa,06-07-2023,3.17 ,456.00 ,2925.62 
4240.00 ,Eva Baria,06-05-2023,3.64 ,277.00 ,1440.39 
4241.00 ,Akarsh Thakkar,09-10-2022,4.76 ,349.00 ,2009.33 
4242.00 ,Samaira Tara,05-05-2023,4.84 ,137.00 ,1966.48 
4243.00 ,Rhea Apte,2-15-2023,4.56 ,414.00 ,1544.01 
4244.00 ,Mannat Sen,5-21-2023,4.94 ,412.00 ,3039.66 
4245.00 ,Nakul Kari,11-28-2022,4.38 ,54.00 ,3819.86 
4246.00 ,Advika Vasa,11-29-2022,4.33 ,214.00 ,3096.17 
4247.00 ,Seher Warrior,12-02-2022,4.03 ,137.00 ,2314.41 
4248.00 ,Azad Mandal,10-07-2022,3.64 ,55.00 ,3570.19 
4249.00 ,Vedika Sha,12-17-2022,4.47 ,479.00 ,1956.08 
4250.00 ,Divyansh Rajan,7-19-2023,4.63 ,124.00 ,3918.67 
4251.00 ,Tarini Doctor,07-12-2023,3.16 ,198.00 ,4080.40 
4252.00 ,Mannat Baria,11-29-2022,3.65 ,246.00 ,3746.94 
4253.00 ,Bhavin Gulati,01-06-2023,4.26 ,130.00 ,2009.65 
4254.00 ,Mahika Raval,1-13-2023,3.95 ,292.00 ,1862.02 
4255.00 ,Oorja Agate,5-19-2023,4.23 ,88.00 ,1159.60 
4256.00 ,Kashvi Dey,9-19-2022,4.66 ,303.00 ,1666.41 
4257.00 ,Nakul Boase,8-18-2022,3.56 ,167.00 ,4547.33 
4258.00 ,Raunak Desai,03-09-2023,4.89 ,307.00 ,1627.35 
4259.00 ,Sara Krish,10-16-2022,4.04 ,165.00 ,1867.18 
4260.00 ,Samaira Bala,12-06-2022,3.39 ,203.00 ,884.47 
4261.00 ,Vihaan Suri,11-16-2022,4.50 ,90.00 ,3982.93 
4262.00 ,Jhanvi Gandhi,3-23-2023,4.38 ,481.00 ,4397.43 
4263.00 ,Taimur Yogi,10-07-2022,3.29 ,446.00 ,2562.28 
4264.00 ,Anvi Singhal,7-26-2023,3.76 ,445.00 ,2623.18 
4265.00 ,Nayantara Balasubramanian,11-19-2022,4.70 ,493.00 ,2681.95 
4266.00 ,Chirag Golla,11-19-2022,3.07 ,490.00 ,3663.15 
4267.00 ,Devansh Ramesh,8-14-2022,3.55 ,470.00 ,3990.61 
4268.00 ,Kabir Bhatnagar,06-05-2023,3.59 ,266.00 ,2872.02 
4269.00 ,Trisha Jha,5-14-2023,4.57 ,205.00 ,4306.33 
4270.00 ,Aarush Doctor,09-09-2022,3.46 ,395.00 ,4485.53 
4271.00 ,Samiha Bumb,3-22-2023,4.58 ,81.00 ,2352.52 
4272.00 ,Renee Bora,04-06-2023,4.82 ,146.00 ,2875.52 
4273.00 ,Adira Mani,4-27-2023,4.99 ,463.00 ,3724.91 
4274.00 ,Arhaan Kunda,3-16-2023,3.03 ,325.00 ,2275.15 
4275.00 ,Jiya Chauhan,12-16-2022,3.28 ,482.00 ,1251.72 
4276.00 ,Saksham Ganesan,7-17-2023,3.19 ,109.00 ,1816.94 
4277.00 ,Kaira Dara,06-02-2023,4.88 ,337.00 ,2116.18 
4278.00 ,Aaryahi Banik,12-28-2022,4.27 ,210.00 ,2903.93 
4279.00 ,Ira Kala,6-14-2023,4.87 ,256.00 ,2753.31 
4280.00 ,Jivin Jayaraman,3-18-2023,3.45 ,253.00 ,1168.26 
4281.00 ,Amira Sandal,7-23-2023,3.11 ,450.00 ,2370.75 
4282.00 ,Vritika Mahal,4-20-2023,3.01 ,133.00 ,1646.77 
4283.00 ,Rania Dutta,08-05-2023,3.89 ,405.00 ,2914.92 
4284.00 ,Vidur Maharaj,12-06-2022,3.32 ,405.00 ,4645.34 
4285.00 ,Dhanuk Roy,06-11-2023,4.06 ,98.00 ,2676.41 
4286.00 ,Nitara Dey,12-27-2022,3.19 ,258.00 ,1016.10 
4287.00 ,Mahika Raja,2-16-2023,4.57 ,233.00 ,3975.19 
4288.00 ,Ela Chad,4-14-2023,4.13 ,101.00 ,1995.70 
4289.00 ,Himmat Joshi,04-11-2023,3.47 ,402.00 ,641.81 
4290.00 ,Rhea Buch,11-03-2022,3.57 ,81.00 ,1249.93 
4291.00 ,Mahika Bandi,08-09-2023,4.80 ,330.00 ,660.21 
4292.00 ,Amani Uppal,2-24-2023,3.11 ,319.00 ,652.11 
4293.00 ,Ritvik Sarin,4-29-2023,3.69 ,109.00 ,4918.80 
4294.00 ,Yashvi Bala,4-20-2023,3.02 ,139.00 ,1375.42 
4295.00 ,Mohanlal Malhotra,9-16-2022,3.83 ,444.00 ,2048.39 
4296.00 ,Prerak Chadha,3-28-2023,4.65 ,378.00 ,950.76 
4297.00 ,Veer Ratti,11-16-2022,3.30 ,114.00 ,4536.59 
4298.00 ,Priyansh Sane,12-05-2022,3.16 ,72.00 ,3677.56 
4299.00 ,Jhanvi Anand,12-16-2022,3.98 ,339.00 ,856.02 
4300.00 ,Uthkarsh Bains,12-15-2022,3.35 ,409.00 ,647.91 
4301.00 ,Ryan Baral,07-06-2023,4.16 ,99.00 ,755.18 
4302.00 ,Myra Rau,6-18-2023,3.95 ,356.00 ,4268.72 
4303.00 ,Trisha Saran,3-31-2023,3.60 ,232.00 ,2190.14 
4304.00 ,Kashvi Ganesan,9-30-2022,3.17 ,141.00 ,1125.76 
4305.00 ,Eshani Raman,2-18-2023,4.68 ,311.00 ,1131.65 
4306.00 ,Ivan Sengupta,07-09-2023,4.17 ,338.00 ,4172.57 
4307.00 ,Khushi Talwar,3-25-2023,4.79 ,390.00 ,4922.71 
4308.00 ,Jayant Dugar,05-05-2023,4.44 ,434.00 ,3519.83 
4309.00 ,Neysa Sahota,4-21-2023,4.77 ,278.00 ,2022.84 
4310.00 ,Tarini Chaudry,5-21-2023,3.52 ,153.00 ,4251.73 
4311.00 ,Abram Dani,07-12-2023,4.72 ,343.00 ,4905.95 
4312.00 ,Eshani Bhatnagar,7-26-2023,4.40 ,123.00 ,1599.53 
4313.00 ,Shamik Bawa,4-18-2023,4.68 ,464.00 ,4432.56 
4314.00 ,Gokul Deol,5-13-2023,4.81 ,58.00 ,1937.93 
4315.00 ,Rohan Sampath,11-27-2022,4.05 ,271.00 ,3710.09 
4316.00 ,Aarav Dugal,7-26-2023,4.34 ,446.00 ,2217.25 
4317.00 ,Kaira Bhargava,6-19-2023,4.61 ,336.00 ,2941.19 
4318.00 ,Diya Thakur,08-06-2023,3.89 ,477.00 ,2074.21 
4319.00 ,Ishita Majumdar,9-26-2022,4.02 ,346.00 ,4616.71 
4320.00 ,Abram Sinha,1-26-2023,4.71 ,382.00 ,2008.10 
4321.00 ,Myra Gaba,12-17-2022,4.17 ,55.00 ,636.95 
4322.00 ,Raghav Lalla,1-14-2023,4.46 ,460.00 ,1451.49 
4323.00 ,Aaina Kohli,12-19-2022,4.70 ,454.00 ,3247.45 
4324.00 ,Riaan Zacharia,03-02-2023,4.70 ,88.00 ,2539.56 
4325.00 ,Anika Sankar,9-13-2022,3.50 ,322.00 ,3723.79 
4326.00 ,Riya Keer,12-20-2022,4.57 ,448.00 ,2093.50 
4327.00 ,Gokul Koshy,7-15-2023,3.32 ,235.00 ,2332.54 
4328.00 ,Shayak Deol,04-01-2023,3.75 ,352.00 ,1742.62 
4329.00 ,Rhea Korpal,03-12-2023,4.02 ,298.00 ,2336.77 
4330.00 ,Pari Chacko,05-05-2023,3.28 ,69.00 ,4203.72 
4331.00 ,Jayant Setty,07-07-2023,4.24 ,198.00 ,1395.52 
4332.00 ,Vardaniya Bala,05-05-2023,4.09 ,109.00 ,1789.57 
4333.00 ,Jayant Yadav,2-13-2023,3.93 ,68.00 ,1679.12 
4334.00 ,Jhanvi Doshi,6-13-2023,4.64 ,145.00 ,2332.57 
4335.00 ,Baiju Acharya,7-23-2023,3.49 ,313.00 ,4833.43 
4336.00 ,Ishaan Varghese,4-24-2023,3.20 ,140.00 ,4736.78 
4337.00 ,Taimur Sibal,10-15-2022,3.72 ,119.00 ,1712.84 
4338.00 ,Aarna Gade,3-29-2023,3.09 ,52.00 ,3306.06 
4339.00 ,Misha Warrior,06-04-2023,4.90 ,150.00 ,3069.00 
4340.00 ,Zaina Gaba,06-02-2023,3.54 ,280.00 ,2093.10 
4341.00 ,Zeeshan Raja,05-08-2023,4.01 ,273.00 ,3352.72 
4342.00 ,Onkar Bhalla,9-19-2022,4.52 ,180.00 ,1660.80 
4343.00 ,Zain Talwar,4-15-2023,4.41 ,418.00 ,2172.91 
4344.00 ,Rania Singh,08-04-2023,3.81 ,277.00 ,3804.18 
4345.00 ,Aarna Bhavsar,1-15-2023,4.10 ,163.00 ,1428.97 
4346.00 ,Sara Ghosh,1-18-2023,3.75 ,176.00 ,1235.56 
4347.00 ,Prisha Chaudhary,3-31-2023,3.77 ,376.00 ,2161.43 
4348.00 ,Keya Raju,5-13-2023,4.22 ,84.00 ,2655.93 
4349.00 ,Tanya Devan,11-10-2022,4.80 ,228.00 ,546.21 
4350.00 ,Rasha Ghose,2-13-2023,4.10 ,334.00 ,1961.85 
4351.00 ,Tara Khare,06-06-2023,4.52 ,261.00 ,3799.64 
4352.00 ,Vidur Dey,9-30-2022,4.88 ,448.00 ,1429.98 
4353.00 ,Lakshit Varghese,11-05-2022,3.80 ,360.00 ,4894.20 
4354.00 ,Aarav Borra,8-14-2022,3.10 ,440.00 ,607.08 
4355.00 ,Manjari Manne,6-24-2023,4.33 ,183.00 ,1215.89 
4356.00 ,Divit Kalita,05-02-2023,3.95 ,362.00 ,4007.78 
4357.00 ,Ishaan Kadakia,7-25-2023,3.41 ,391.00 ,1073.41 
4358.00 ,Keya Sandal,08-09-2023,3.01 ,450.00 ,3331.74 
4359.00 ,Zara Dalal,12-04-2022,4.80 ,150.00 ,2168.94 
